Fecha,Tipo,cantidad
,carga_impositiva,31.75416897
,carga_intereses,0.128447714
,mg_bruto,0.363772696
,mg_neto,0.096667551
,mg_operativo,0.023700286
,ROA,0.014547011
,ROE,0.032407699
,ROCE,0.004499841
,rotacion_trabajo,1.249426559
,rotacion_fijos,0.224454568
,rotacion_activos,0.150484948
,rotacion_cxc,0.999538259
,rotacion_inventarios,1.072500393
,rotacion_cxp,0.86297316
,dias_inventario,340.3262157
,dias_cxc,365.1686134
,dias_cxp,422.9563754
,ciclo_operativo,705.4948291
,ciclo_caja,282.5384537
,anos_d_estr,14.62339906
,Generacion_T_CAJA,6294104.125
,DEUDA_ESTRUCTURAL,92041196.33
,deuda_ebitda,94.2927203
,ventas12M,0.068951205
,utinet12M,-0.562904071
,EBITDA12M,-0.435092753
2020-02-01 00:00:00,PATRIMONIO,147723020.7
,RESULTEX,7439003.73
,ACTIVO_T,393351852
,PASIVO_T,238189827.6
,PATRIMONIO_T,155162024.4
,Activo Biológico,73425410.15
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,72444283.39
,Cuentas por Cobrar a Relacionadas,692921.6
,Cuentas por Pagar Comerciales,31235954.63
,Cuentas por Pagar a Relacionadas,292819.57
,Efectivo y Equivalente de Efectivo,12007368.21
,Existencias,9494943.16
,Gastos Pagados por Anticipado y Otros Activos,19491301.92
,Impuestos por Recuperar,6831927.76
,"Inmueble, Maquinaria y Equipo, Neto",136023590.3
,Instrumento Financiero Derivados,632700.13
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,113157962.5
,Otras Cuenta por Cobrar Largo Plazo,1033778.18
,Otras Cuentas por Pagar,5664851.88
,Otras Cuentas por Pagar Largo Plazo,26011734.98
,Parte Corriente de Activo Biológico,15546873.83
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,56409604.59
,Reserva Legal,12032123.59
,Resultados Acumulados,66241468.82
,Sobregiros Bancarios,138853.79
,ACTIVO_CORR,136509619.9
,ACTIVO_NCORR,256842232.2
,PASIVO_CORR,94374784.59
,PASIVO_NCORR,143815043
,CxC,73137204.99
,INVENTARIOS,25041816.99
,CxP,37193626.08
,CAPEX,42134835.28
,ACT_FIJ,255808454
,CASH,12007368.21
,DEUDA_TOT,169706420.9
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-348272.38
,Costo de Ventas,-46222408.87
,Depr. De Gastos de Administración,-88244.11
,Depr. De Gastos de Venta,-5462.9
,"Diferencia de Cambio, Neta",-4548175.17
,Gastos Financieros,-397544.93
,Gastos de Administración,-2469614.67
,Gastos de Venta,-8601773.08
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,56.63
,"Instrumentos Financieros, Netos",-47523.23
,Otros Gastos,-1170248.19
,Otros Gastos - NIC 41,-6151401.24
,Otros Ingresos,336407.04
,Restitución de Derechos Arancelarios,17348.98
,Ventas,77135859.86
,uti_bruta,30582527.59
,EBIT,12432190.44
,EBITDA,12525897.45
,EBT,7439003.74
,uti_neta,7439003.74
,costo_venta,-46570681.25
,EBDA,7532710.75
,ratio_liquidez,1.44646285
,ratio_rapido,1.181118488
,ratio_cash,0.127230682
,deuda_activos,0.43143669
,deuda_patrimonio,1.093736831
,apalancamiento,2.535103892
,cobertura_int,0.876760367
,DEUDA_ESTR,101680207.7
,CAP_EMPL,298977067.4
,mg_ebitda,0.035759657
,carga_impositiva,46.58295353
,carga_intereses,0.062930529
,mg_bruto,0.363492349
,mg_neto,0.091400115
,mg_operativo,0.031178724
,ROA,0.015282033
,ROE,0.033185108
,ROCE,0.006415345
,rotacion_trabajo,1.775325285
,rotacion_fijos,0.233322906
,rotacion_activos,0.167199279
,rotacion_cxc,1.317278479
,rotacion_inventarios,1.586909053
,rotacion_cxp,1.665858649
,dias_inventario,230.0068799
,dias_cxc,277.0864369
,dias_cxp,219.106225
,ciclo_operativo,507.0933168
,ciclo_caja,287.9870918
,anos_d_estr,16.07082804
,Generacion_T_CAJA,6232840.155
,DEUDA_ESTRUCTURAL,100166902.3
,deuda_ebitda,68.17494013
,ventas12M,0.823529092
,utinet12M,-0.090167438
,EBITDA12M,1.133671566
2020-03-01 00:00:00,PATRIMONIO,147371949.2
,RESULTEX,8024757.13
,ACTIVO_T,354292568.7
,PASIVO_T,198895862.5
,PATRIMONIO_T,155396706.3
,Activo Biológico,74508463.23
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,22995985.4
,Cuentas por Cobrar a Relacionadas,1000522.68
,Cuentas por Pagar Comerciales,18901187.1
,Cuentas por Pagar a Relacionadas,237242.46
,Efectivo y Equivalente de Efectivo,16474042.97
,Existencias,10931914.42
,Gastos Pagados por Anticipado y Otros Activos,454702.28
,Impuestos por Recuperar,7566325.22
,"Inmueble, Maquinaria y Equipo, Neto",147520275
,Instrumento Financiero Derivados,676580.71
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,112764483.7
,Otras Cuenta por Cobrar Largo Plazo,763897.74
,Otras Cuentas por Pagar,221528.78
,Otras Cuentas por Pagar Largo Plazo,25955024.97
,Parte Corriente de Activo Biológico,25716986.31
,Pasivo por Impuesto a la Renta Diferido,1391475.46
,Porcion Corriente de Obligaciones Financieras,38748339.3
,Reserva Legal,12183375.59
,Resultados Acumulados,65739145.27
,Sobregiros Bancarios,0
,ACTIVO_CORR,85140479.28
,ACTIVO_NCORR,269152089.5
,PASIVO_CORR,58784878.35
,PASIVO_NCORR,140110984.1
,CxC,23996508.08
,INVENTARIOS,36648900.73
,CxP,19359958.34
,CAPEX,26355600.93
,ACT_FIJ,268388191.7
,CASH,16474042.97
,DEUDA_TOT,151512823
,Cambios en el Valor Razonable de Activos Biológicos,5714263.03
,Costo de Venta - NIC 41,-522408.57
,Costo de Ventas,-46522415.32
,Depr. De Gastos de Administración,-132621.84
,Depr. De Gastos de Venta,-8194.35
,"Diferencia de Cambio, Neta",-4318755.33
,Gastos Financieros,-2702379.3
,Gastos de Administración,-4371842.89
,Gastos de Venta,-9301695.13
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,3253870.01
,Ingresos Financieros,84.99
,"Instrumentos Financieros, Netos",-93603.87
,Otros Gastos,-1170248.19
,Otros Gastos - NIC 41,-6151401.24
,Otros Ingresos,770338.13
,Restitución de Derechos Arancelarios,302726.15
,Ventas,73279040.85
,uti_bruta,32251206.14
,EBIT,11885540.63
,EBITDA,12026356.82
,EBT,4770887.12
,uti_neta,8024757.13
,costo_venta,-47044823.89
,EBDA,8165573.32
,ratio_liquidez,1.448339806
,ratio_rapido,0.82489885
,ratio_cash,0.280242869
,deuda_activos,0.427648888
,deuda_patrimonio,0.975006656
,apalancamiento,2.279923283
,cobertura_int,1.313877849
,DEUDA_ESTR,113755383.2
,CAP_EMPL,295507690.4
,mg_ebitda,0.050863176
,carga_impositiva,9.571484227
,carga_intereses,0.203582616
,mg_bruto,0.373057479
,mg_neto,0.090554474
,mg_operativo,0.046471847
,ROA,0.01829268
,ROE,0.040882772
,ROCE,0.011051087
,rotacion_trabajo,2.798077091
,rotacion_fijos,0.260457241
,rotacion_activos,0.202007466
,rotacion_cxc,3.583856406
,rotacion_inventarios,1.399189332
,rotacion_cxp,4.145850564
,dias_inventario,260.8653395
,dias_cxc,101.8455983
,dias_cxp,88.03983509
,ciclo_operativo,362.7109378
,ciclo_caja,274.6711028
,anos_d_estr,17.19735142
,Generacion_T_CAJA,6436481.317
,DEUDA_ESTRUCTURAL,110690431.1
,deuda_ebitda,42.56634393
,ventas12M,0.876804076
,utinet12M,0.437189235
,EBITDA12M,-9.101464088
2020-04-01 00:00:00,PATRIMONIO,147371949.2
,RESULTEX,4235917.69
,ACTIVO_T,360382794.2
,PASIVO_T,208774927.4
,PATRIMONIO_T,151607866.8
,Activo Biológico,74497565.31
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,11247490.05
,Cuentas por Cobrar a Relacionadas,1184224.2
,Cuentas por Pagar Comerciales,19243543.84
,Cuentas por Pagar a Relacionadas,1997.73
,Efectivo y Equivalente de Efectivo,23151144.95
,Existencias,11855697.95
,Gastos Pagados por Anticipado y Otros Activos,1264436.9
,Impuestos por Recuperar,7566325.22
,"Inmueble, Maquinaria y Equipo, Neto",156859689.9
,Instrumento Financiero Derivados,676580.71
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,112764483.7
,Otras Cuenta por Cobrar Largo Plazo,764522.47
,Otras Cuentas por Pagar,7505759.42
,Otras Cuentas por Pagar Largo Plazo,25825658.4
,Parte Corriente de Activo Biológico,25632243.72
,Pasivo por Impuesto a la Renta Diferido,1391475.46
,Porcion Corriente de Obligaciones Financieras,41365428.16
,Reserva Legal,12183375.59
,Resultados Acumulados,65739145.27
,Sobregiros Bancarios,0
,ACTIVO_CORR,81901562.99
,ACTIVO_NCORR,278481231.2
,PASIVO_CORR,68793309.86
,PASIVO_NCORR,139981617.5
,CxC,12431714.25
,INVENTARIOS,37487941.67
,CxP,26751300.99
,CAPEX,13108253.13
,ACT_FIJ,277716708.8
,CASH,23151144.95
,DEUDA_TOT,154129911.8
,Cambios en el Valor Razonable de Activos Biológicos,5714263.03
,Costo de Venta - NIC 41,-696544.76
,Costo de Ventas,-46691095.82
,Depr. De Gastos de Administración,-181356.99
,Depr. De Gastos de Venta,-20272.24
,"Diferencia de Cambio, Neta",-1591381.57
,Gastos Financieros,-3003104.66
,Gastos de Administración,-5663162.76
,Gastos de Venta,-9982346.43
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,3253870.01
,Ingresos Financieros,111.05
,"Instrumentos Financieros, Netos",-93603.87
,Otros Gastos,-1174846.64
,Otros Gastos - NIC 41,-6157700.71
,Otros Ingresos,1196469.45
,Restitución de Derechos Arancelarios,962426.3
,Ventas,74588253.83
,uti_bruta,33877302.58
,EBIT,11894086.26
,EBITDA,12095715.49
,EBT,7206107.21
,uti_neta,10459977.22
,costo_venta,-47387640.58
,EBDA,10661606.45
,ratio_liquidez,1.190545464
,ratio_rapido,0.645609601
,ratio_cash,0.336531924
,deuda_activos,0.42768388
,deuda_patrimonio,1.016635317
,apalancamiento,2.377071861
,cobertura_int,1.777285006
,DEUDA_ESTR,126873364.4
,CAP_EMPL,291589484.4
,mg_ebitda,0.066656312
,carga_impositiva,4.525396693
,carga_intereses,0.333406955
,mg_bruto,0.383305216
,mg_neto,0.094186818
,mg_operativo,0.062425038
,ROA,0.019005432
,ROE,0.044407768
,ROCE,0.014977184
,rotacion_trabajo,2.569342392
,rotacion_fijos,0.26520005
,rotacion_activos,0.201784417
,rotacion_cxc,5.376457934
,rotacion_inventarios,1.257184039
,rotacion_cxp,2.752185964
,dias_inventario,290.3313984
,dias_cxc,67.88856241
,dias_cxp,132.6218522
,ciclo_operativo,358.2199608
,ciclo_caja,225.5981086
,anos_d_estr,16.84497973
,Generacion_T_CAJA,6957316.179
,DEUDA_ESTRUCTURAL,117195850
,deuda_ebitda,33.58150159
,ventas12M,0.874814168
,utinet12M,1.474550908
,EBITDA12M,-4.937669679
2020-05-01 00:00:00,PATRIMONIO,147371949.2
,RESULTEX,4680523.24
,ACTIVO_T,374522985.1
,PASIVO_T,222470512.7
,PATRIMONIO_T,152052472.4
,Activo Biológico,76863961.13
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,4885111.97
,Cuentas por Cobrar a Relacionadas,1037259.27
,Cuentas por Pagar Comerciales,17117451.2
,Cuentas por Pagar a Relacionadas,17441.18
,Efectivo y Equivalente de Efectivo,32081811.72
,Existencias,13770539.77
,Gastos Pagados por Anticipado y Otros Activos,733222.06
,Impuestos por Recuperar,9353943.95
,"Inmueble, Maquinaria y Equipo, Neto",157361057.7
,Instrumento Financiero Derivados,130586.02
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,122600534.2
,Otras Cuenta por Cobrar Largo Plazo,764522.47
,Otras Cuentas por Pagar,7223044.18
,Otras Cuentas por Pagar Largo Plazo,25967071.38
,Parte Corriente de Activo Biológico,31312101.58
,Pasivo por Impuesto a la Renta Diferido,1391475.46
,Porcion Corriente de Obligaciones Financieras,48022909.16
,Reserva Legal,12183375.59
,Resultados Acumulados,65739145.27
,Sobregiros Bancarios,0
,ACTIVO_CORR,93173990.32
,ACTIVO_NCORR,281348994.8
,PASIVO_CORR,72511431.74
,PASIVO_NCORR,149959081
,CxC,5922371.24
,INVENTARIOS,45082641.35
,CxP,24357936.56
,CAPEX,20662558.58
,ACT_FIJ,280584472.3
,CASH,32081811.72
,DEUDA_TOT,170623443.3
,Cambios en el Valor Razonable de Activos Biológicos,5714263.03
,Costo de Venta - NIC 41,-870680.95
,Costo de Ventas,-47304455.74
,Depr. De Gastos de Administración,-230671.2
,Depr. De Gastos de Venta,-32350.13
,"Diferencia de Cambio, Neta",-4293177.92
,Gastos Financieros,-3593353.68
,Gastos de Administración,-7091537.83
,Gastos de Venta,-10094367.4
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,3253870.01
,Ingresos Financieros,1731.66
,"Instrumentos Financieros, Netos",451407.13
,Otros Gastos,-1175716.33
,Otros Gastos - NIC 41,-6157700.71
,Otros Ingresos,1210066.95
,Restitución de Derechos Arancelarios,1618399.9
,Ventas,73274796.45
,uti_bruta,32432322.69
,EBIT,8860046.04
,EBITDA,9123067.37
,EBT,1426653.23
,uti_neta,4680523.24
,costo_venta,-48175136.69
,EBDA,4943544.57
,ratio_liquidez,1.284955876
,ratio_rapido,0.663224375
,ratio_cash,0.442437985
,deuda_activos,0.455575359
,deuda_patrimonio,1.122135278
,apalancamiento,2.463116707
,cobertura_int,2.101410021
,DEUDA_ESTR,129296522.4
,CAP_EMPL,302011553.4
,mg_ebitda,0.0787583
,carga_impositiva,3.373038863
,carga_intereses,0.374929229
,mg_bruto,0.391457311
,mg_neto,0.094403298
,mg_operativo,0.074647716
,ROA,0.019475174
,ROE,0.045664733
,ROCE,0.018250913
,rotacion_trabajo,2.332221711
,rotacion_fijos,0.273709306
,rotacion_activos,0.206297596
,rotacion_cxc,6.704652612
,rotacion_inventarios,1.142211369
,rotacion_cxp,3.681970283
,dias_inventario,319.5555654
,dias_cxc,54.43980787
,dias_cxp,99.13170719
,ciclo_operativo,373.9953733
,ciclo_caja,274.8636661
,anos_d_estr,16.1803832
,Generacion_T_CAJA,7233101.931
,DEUDA_ESTRUCTURAL,117034361
,deuda_ebitda,28.47229018
,ventas12M,0.80898115
,utinet12M,2.335103001
,EBITDA12M,-3.449920679
2020-06-01 00:00:00,PATRIMONIO,147371949.2
,RESULTEX,-1004882.95
,ACTIVO_T,375373519.4
,PASIVO_T,229006453.2
,PATRIMONIO_T,146367066.2
,Activo Biológico,77186390.66
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,6611876.59
,Cuentas por Cobrar a Relacionadas,870715.68
,Cuentas por Pagar Comerciales,15837301.59
,Cuentas por Pagar a Relacionadas,119174.16
,Efectivo y Equivalente de Efectivo,25581428.81
,Existencias,16372096.78
,Gastos Pagados por Anticipado y Otros Activos,871871.66
,Impuestos por Recuperar,10256998.76
,"Inmueble, Maquinaria y Equipo, Neto",158203609.3
,Instrumento Financiero Derivados,152867.62
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,125486045.8
,Otras Cuenta por Cobrar Largo Plazo,764522.47
,Otras Cuentas por Pagar,7908580
,Otras Cuentas por Pagar Largo Plazo,26039859.96
,Parte Corriente de Activo Biológico,32294555.24
,Pasivo por Impuesto a la Renta Diferido,1391475.46
,Porcion Corriente de Obligaciones Financieras,52071148.66
,Reserva Legal,12183375.59
,Resultados Acumulados,65739145.27
,Sobregiros Bancarios,0
,ACTIVO_CORR,92859543.52
,ACTIVO_NCORR,282513975.9
,PASIVO_CORR,76089072.03
,PASIVO_NCORR,152917381.2
,CxC,7482592.27
,INVENTARIOS,48666652.02
,CxP,23865055.75
,CAPEX,16770471.49
,ACT_FIJ,281749453.5
,CASH,25581428.81
,DEUDA_TOT,177557194.5
,Cambios en el Valor Razonable de Activos Biológicos,5714263.03
,Costo de Venta - NIC 41,-1044817.14
,Costo de Ventas,-49855032.3
,Depr. De Gastos de Administración,-275905.46
,Depr. De Gastos de Venta,-34006.33
,"Diferencia de Cambio, Neta",-8180406.18
,Gastos Financieros,-3782834.12
,Gastos de Administración,-8511689.99
,Gastos de Venta,-10498651.67
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,3253870.01
,Ingresos Financieros,6382.36
,"Instrumentos Financieros, Netos",432471.94
,Otros Gastos,-1251308.16
,Otros Gastos - NIC 41,-6157700.71
,Otros Ingresos,1124976.2
,Restitución de Derechos Arancelarios,2342151.34
,Ventas,75713354.23
,uti_bruta,32869919.16
,EBIT,7265633.04
,EBITDA,7575544.83
,EBT,-4258752.96
,uti_neta,-1004882.95
,costo_venta,-50899849.44
,EBDA,-694971.16
,ratio_liquidez,1.220405783
,ratio_rapido,0.580804711
,ratio_cash,0.336203717
,deuda_activos,0.473014705
,deuda_patrimonio,1.213095262
,apalancamiento,2.564603699
,cobertura_int,2.335127316
,DEUDA_ESTR,136146909.7
,CAP_EMPL,299284447.4
,mg_ebitda,0.088433967
,carga_impositiva,3.412094216
,carga_intereses,0.294922152
,mg_bruto,0.398924132
,mg_neto,0.08495865
,mg_operativo,0.084426579
,ROA,0.018089744
,ROE,0.043217914
,ROCE,0.021413502
,rotacion_trabajo,2.560676862
,rotacion_fijos,0.282117253
,rotacion_activos,0.212924098
,rotacion_cxc,5.110190028
,rotacion_inventarios,1.108017613
,rotacion_cxp,3.53038754
,dias_inventario,329.417146
,dias_cxc,71.42591528
,dias_cxp,103.388083
,ciclo_operativo,400.8430613
,ciclo_caja,297.4549783
,anos_d_estr,17.83082324
,Generacion_T_CAJA,6763416.713
,DEUDA_ESTRUCTURAL,120597287.9
,deuda_ebitda,24.68820075
,ventas12M,0.701049778
,utinet12M,-1.215387692
,EBITDA12M,-3.042580541
2020-07-01 00:00:00,PATRIMONIO,147371949.2
,RESULTEX,-816482.01
,ACTIVO_T,387407942.4
,PASIVO_T,240852475.2
,PATRIMONIO_T,146555467.1
,Activo Biológico,79013083.85
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,13870726.53
,Cuentas por Cobrar a Relacionadas,2023163.98
,Cuentas por Pagar Comerciales,23260239.76
,Cuentas por Pagar a Relacionadas,513913.99
,Efectivo y Equivalente de Efectivo,19353461.58
,Existencias,17721026.97
,Gastos Pagados por Anticipado y Otros Activos,765632.14
,Impuestos por Recuperar,11652722.38
,"Inmueble, Maquinaria y Equipo, Neto",160810790.3
,Instrumento Financiero Derivados,152346.78
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,137728566.9
,Otras Cuenta por Cobrar Largo Plazo,554522.39
,Otras Cuentas por Pagar,7722799.22
,Otras Cuentas por Pagar Largo Plazo,26063019.45
,Parte Corriente de Activo Biológico,35283358.76
,Pasivo por Impuesto a la Renta Diferido,1391475.46
,Porcion Corriente de Obligaciones Financieras,44020113.65
,Reserva Legal,12183375.59
,Resultados Acumulados,65739145.27
,Sobregiros Bancarios,0
,ACTIVO_CORR,100670092.3
,ACTIVO_NCORR,286737850
,PASIVO_CORR,75669413.4
,PASIVO_NCORR,165183061.8
,CxC,15893890.51
,INVENTARIOS,53004385.73
,CxP,31496952.97
,CAPEX,25000678.94
,ACT_FIJ,286183327.7
,CASH,19353461.58
,DEUDA_TOT,181748680.6
,Cambios en el Valor Razonable de Activos Biológicos,5714263.03
,Costo de Venta - NIC 41,-1218284.37
,Costo de Ventas,-57081296.25
,Depr. De Gastos de Administración,-322234.22
,Depr. De Gastos de Venta,-35535.8
,"Diferencia de Cambio, Neta",-7852988.37
,Gastos Financieros,-4003873.33
,Gastos de Administración,-9813939.66
,Gastos de Venta,-11830205.64
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,3253870.01
,Ingresos Financieros,6414.95
,"Instrumentos Financieros, Netos",432471.94
,Otros Gastos,-1282685.88
,Otros Gastos - NIC 41,-6225934.17
,Otros Ingresos,1993745.43
,Restitución de Derechos Arancelarios,2555255.02
,Ventas,84894475.3
,uti_bruta,34864412.73
,EBIT,7347622.79
,EBITDA,7705392.81
,EBT,-4070352.02
,uti_neta,-816482.01
,costo_venta,-58299580.62
,EBDA,-458711.99
,ratio_liquidez,1.330393455
,ratio_rapido,0.629920393
,ratio_cash,0.255763336
,deuda_activos,0.469140306
,deuda_patrimonio,1.240135794
,apalancamiento,2.643421975
,cobertura_int,2.496807329
,DEUDA_ESTR,140182382.9
,CAP_EMPL,311738529
,mg_ebitda,0.096101308
,carga_impositiva,3.557165355
,carga_intereses,0.230447534
,mg_bruto,0.404625021
,mg_neto,0.0755579
,mg_operativo,0.092173009
,ROA,0.016131983
,ROE,0.039292996
,ROCE,0.023372048
,rotacion_trabajo,2.16903482
,rotacion_fijos,0.287630062
,rotacion_activos,0.213504909
,rotacion_cxc,3.176841163
,rotacion_inventarios,1.095079089
,rotacion_cxp,3.352227492
,dias_inventario,333.3092593
,dias_cxc,114.8940036
,dias_cxp,108.8828252
,ciclo_operativo,448.2032629
,ciclo_caja,339.3204378
,anos_d_estr,19.62300701
,Generacion_T_CAJA,6227179.578
,DEUDA_ESTRUCTURAL,122195988.5
,deuda_ebitda,22.58026483
,ventas12M,0.488094094
,utinet12M,-1.14436702
,EBITDA12M,-4.920795027
